Scenario,Watershed,LocationType,BMPType,SubArea,Year,Soil moisture onsite,ET onsite,Groundwater recharge onsite,Runoff onsite,TSS onsite,DN onsite,PN onsite,TN onsite,DP onsite,PP onsite,TP onsite,Soil carbon onsite,Biodiversity onsite,Runoff offsite,TSS offsite,DN offsite,PN offsite,TN offsite,DP offsite,PP offsite,TP offsite,BMP cost
Conventional,Sample watershed,SubArea,GWW,21,2004,0.96,0.99,1.02,-3.15,-9.8,-2.4,-7.5,-4.44,-2.48,-7.73,-5.99,3.09,10.2,-0.24,-0.74,-0.18,-0.56,-0.33,-0.19,-0.58,-0.45,100.95
Existing,Sample watershed,SubArea,GWW,21,2004,0.95,1.01,1.02,-2.97,-9.5,-2.58,-7.8,-4.67,-2.6,-7.73,-6.03,2.88,10.2,-0.22,-0.71,-0.19,-0.59,-0.35,-0.2,-0.58,-0.45,102.55
Conventional,Sample watershed,SubArea,GWW,21,2005,0.95,1.02,0.97,-2.85,-10.2,-2.63,-7.28,-4.49,-2.43,-7.8,-6.03,3.03,10.4,-0.21,-0.77,-0.2,-0.55,-0.34,-0.18,-0.59,-0.45,87.02
Existing,Sample watershed,SubArea,GWW,21,2005,1.05,1.04,1.01,-2.91,-10.3,-2.6,-7.13,-4.41,-2.4,-7.8,-6.02,3.12,9.5,-0.22,-0.77,-0.2,-0.54,-0.33,-0.18,-0.59,-0.45,108.62
Conventional,Sample watershed,SubArea,GWW,21,2006,1.02,0.96,0.98,-3.06,-9.6,-2.38,-7.58,-4.46,-2.45,-7.88,-6.08,3.06,9.7,-0.23,-0.72,-0.18,-0.57,-0.34,-0.18,-0.59,-0.46,107.08
Existing,Sample watershed,SubArea,GWW,21,2006,0.99,0.97,0.97,-3.09,-10.1,-2.45,-7.88,-4.62,-2.63,-7.65,-5.99,2.91,10.1,-0.23,-0.76,-0.18,-0.59,-0.35,-0.2,-0.58,-0.45,94.63
Conventional,Sample watershed,SubArea,GWW,21,2007,0.98,1,1,-2.88,-10.2,-2.55,-7.43,-4.5,-2.6,-7.73,-6.03,2.88,9.5,-0.22,-0.77,-0.19,-0.56,-0.34,-0.2,-0.58,-0.45,89.85
Existing,Sample watershed,SubArea,GWW,21,2007,1.03,1,0.97,-2.97,-10.1,-2.58,-7.35,-4.49,-2.58,-7.35,-5.77,3.12,9.8,-0.22,-0.76,-0.19,-0.55,-0.34,-0.19,-0.55,-0.43,85.98
Conventional,Sample watershed,SubArea,GWW,21,2008,1.02,1.02,1.03,-3.03,-10.3,-2.48,-7.65,-4.55,-2.6,-7.88,-6.13,2.91,9.6,-0.23,-0.77,-0.19,-0.58,-0.34,-0.2,-0.59,-0.46,99.65
Existing,Sample watershed,SubArea,GWW,21,2008,1.03,1.02,1.02,-3.12,-9.5,-2.38,-7.13,-4.28,-2.58,-7.35,-5.77,3,10.5,-0.23,-0.71,-0.18,-0.54,-0.32,-0.19,-0.55,-0.43,70.35
Conventional,Sample watershed,SubArea,GWW,21,2009,1.01,0.96,0.97,-3.15,-9.8,-2.38,-7.88,-4.58,-2.4,-7.28,-5.67,3.06,10.3,-0.24,-0.74,-0.18,-0.59,-0.34,-0.18,-0.55,-0.43,79.26
Existing,Sample watershed,SubArea,GWW,21,2009,1.04,1.02,1.05,-2.85,-9.9,-2.63,-7.88,-4.73,-2.38,-7.65,-5.91,3,9.8,-0.21,-0.74,-0.2,-0.59,-0.36,-0.18,-0.58,-0.44,86.22
Conventional,Sample watershed,SubArea,GWW,21,2010,1.02,1.02,1.03,-2.85,-10,-2.63,-7.88,-4.73,-2.4,-7.13,-5.57,2.85,10.3,-0.21,-0.75,-0.2,-0.59,-0.36,-0.18,-0.54,-0.42,77.86
Existing,Sample watershed,SubArea,GWW,21,2010,1,0.96,1.01,-3.12,-9.8,-2.48,-7.28,-4.4,-2.48,-7.2,-5.64,2.85,10.1,-0.23,-0.74,-0.19,-0.55,-0.33,-0.19,-0.54,-0.42,71.27
Conventional,Sample watershed,SubArea,GWW,22,2001,1.01,1,1.04,-2.91,-9.8,-2.5,-7.5,-4.5,-2.63,-7.35,-5.79,3.09,10,-0.16,-0.52,-0.13,-0.4,-0.24,-0.14,-0.39,-0.31,66.85
Existing,Sample watershed,SubArea,GWW,22,2001,1.02,1.04,1.01,-3.09,-9.5,-2.63,-7.88,-4.73,-2.48,-7.88,-6.09,3.12,10.2,-0.17,-0.51,-0.14,-0.42,-0.25,-0.13,-0.42,-0.33,57.31
Conventional,Sample watershed,SubArea,GWW,22,2002,0.99,0.96,0.98,-3,-9.7,-2.5,-7.58,-4.53,-2.45,-7.65,-5.93,3,10,-0.16,-0.52,-0.13,-0.4,-0.24,-0.13,-0.41,-0.32,60.26
Existing,Sample watershed,SubArea,GWW,22,2002,1.03,1.05,1.02,-2.85,-9.9,-2.48,-7.28,-4.4,-2.45,-7.88,-6.08,3.12,10.3,-0.15,-0.53,-0.13,-0.39,-0.23,-0.13,-0.42,-0.33,65.69
Conventional,Sample watershed,SubArea,GWW,22,2003,0.96,1.04,1.02,-2.97,-9.8,-2.4,-7.28,-4.35,-2.55,-7.5,-5.87,3.12,9.7,-0.16,-0.52,-0.13,-0.39,-0.23,-0.14,-0.4,-0.31,57.07
Existing,Sample watershed,SubArea,GWW,22,2003,1.02,1.02,1.01,-3,-9.9,-2.5,-7.65,-4.56,-2.4,-7.35,-5.72,3.06,9.6,-0.16,-0.53,-0.13,-0.41,-0.24,-0.13,-0.39,-0.31,67.83
Conventional,Sample watershed,SubArea,GWW,22,2004,1.05,0.95,0.98,-2.94,-10.4,-2.53,-7.65,-4.58,-2.55,-7.13,-5.62,3.06,10.5,-0.16,-0.56,-0.13,-0.41,-0.24,-0.14,-0.38,-0.3,57.02
Existing,Sample watershed,SubArea,GWW,22,2004,0.95,0.97,1.05,-3.03,-9.6,-2.53,-7.65,-4.58,-2.4,-7.35,-5.72,3,10.2,-0.16,-0.51,-0.13,-0.41,-0.24,-0.13,-0.39,-0.31,70.88
Conventional,Sample watershed,SubArea,GWW,22,2005,1.03,0.97,1.02,-2.88,-10,-2.45,-7.88,-4.62,-2.43,-7.88,-6.08,2.88,10.2,-0.15,-0.53,-0.13,-0.42,-0.25,-0.13,-0.42,-0.32,77.95
Existing,Sample watershed,SubArea,GWW,22,2005,1.01,1.04,1,-2.88,-10.1,-2.38,-7.13,-4.28,-2.53,-7.28,-5.71,3.06,10,-0.15,-0.54,-0.13,-0.38,-0.23,-0.13,-0.39,-0.31,71.38
Conventional,Sample watershed,SubArea,GWW,22,2006,0.95,1.05,0.97,-3.06,-10.3,-2.43,-7.43,-4.43,-2.43,-7.28,-5.67,3.12,10.2,-0.16,-0.55,-0.13,-0.4,-0.24,-0.13,-0.39,-0.3,70.36
Existing,Sample watershed,SubArea,GWW,22,2006,1.03,0.95,1.03,-3.03,-10.3,-2.38,-7.35,-4.37,-2.4,-7.88,-6.07,3,9.6,-0.16,-0.55,-0.13,-0.39,-0.23,-0.13,-0.42,-0.32,67.46
Conventional,Sample watershed,SubArea,GWW,22,2007,1.04,0.95,1.04,-2.85,-10.1,-2.53,-7.28,-4.43,-2.38,-7.8,-6.01,2.91,10.1,-0.15,-0.54,-0.13,-0.39,-0.24,-0.13,-0.42,-0.32,55.89
Existing,Sample watershed,SubArea,GWW,22,2007,1.01,0.99,1.02,-3.09,-10.3,-2.58,-7.35,-4.49,-2.53,-7.5,-5.86,3.09,10.1,-0.17,-0.55,-0.14,-0.39,-0.24,-0.13,-0.4,-0.31,55.11
Conventional,Sample watershed,SubArea,GWW,22,2008,1.03,0.99,0.95,-2.88,-10.5,-2.53,-7.58,-4.55,-2.58,-7.43,-5.82,3,9.7,-0.15,-0.56,-0.13,-0.4,-0.24,-0.14,-0.4,-0.31,57.28
Existing,Sample watershed,SubArea,GWW,22,2008,1.03,0.96,0.97,-2.94,-10,-2.53,-7.65,-4.58,-2.55,-7.58,-5.92,3,10.2,-0.16,-0.53,-0.13,-0.41,-0.24,-0.14,-0.4,-0.32,65.78
Conventional,Sample watershed,SubArea,GWW,22,2009,0.99,0.95,0.98,-2.97,-10.2,-2.4,-7.2,-4.32,-2.5,-7.73,-6,2.91,10.1,-0.16,-0.55,-0.13,-0.38,-0.23,-0.13,-0.41,-0.32,67.35
Existing,Sample watershed,SubArea,GWW,22,2009,1.01,1.02,0.96,-2.91,-10.5,-2.63,-7.5,-4.58,-2.55,-7.5,-5.87,3.09,10.1,-0.16,-0.56,-0.14,-0.4,-0.24,-0.14,-0.4,-0.31,56.44
Conventional,Sample watershed,SubArea,GWW,22,2010,1.05,0.96,1.01,-2.91,-10.1,-2.58,-7.28,-4.46,-2.63,-7.8,-6.09,2.88,10.2,-0.16,-0.54,-0.14,-0.39,-0.24,-0.14,-0.42,-0.33,75.54
Existing,Sample watershed,SubArea,GWW,22,2010,1.03,0.97,1.03,-3.15,-10.2,-2.43,-7.58,-4.49,-2.53,-7.58,-5.91,3.03,9.6,-0.17,-0.55,-0.13,-0.4,-0.24,-0.13,-0.4,-0.32,57.47
Conventional,Sample watershed,SubArea,GWW,29,2001,1.01,0.95,1.03,-3.03,-9.9,-2.48,-7.8,-4.61,-2.4,-7.88,-6.07,3.06,10.3,-0.18,-0.6,-0.15,-0.47,-0.28,-0.15,-0.48,-0.37,82.63
Existing,Sample watershed,SubArea,GWW,29,2001,1.02,1.03,0.95,-3,-9.7,-2.58,-7.58,-4.58,-2.38,-7.58,-5.86,3,10.3,-0.18,-0.59,-0.16,-0.46,-0.28,-0.14,-0.46,-0.36,81.92
Conventional,Sample watershed,SubArea,GWW,29,2002,0.99,0.95,1.02,-2.85,-9.9,-2.55,-7.8,-4.65,-2.5,-7.88,-6.1,3.15,9.7,-0.17,-0.6,-0.16,-0.47,-0.28,-0.15,-0.48,-0.37,89.01
Existing,Sample watershed,SubArea,GWW,29,2002,0.97,1.01,0.97,-2.94,-10.4,-2.43,-7.43,-4.43,-2.45,-7.43,-5.78,3.03,10.3,-0.18,-0.63,-0.15,-0.45,-0.27,-0.15,-0.45,-0.35,74.53
Conventional,Sample watershed,SubArea,GWW,29,2003,1.02,0.95,0.99,-2.85,-9.5,-2.58,-7.58,-4.58,-2.38,-7.28,-5.66,3.03,10.2,-0.17,-0.58,-0.16,-0.46,-0.28,-0.14,-0.44,-0.34,77.73
Existing,Sample watershed,SubArea,GWW,29,2003,0.95,1.04,0.96,-2.91,-9.8,-2.48,-7.58,-4.52,-2.58,-7.28,-5.72,3,10,-0.18,-0.6,-0.15,-0.46,-0.27,-0.16,-0.44,-0.35,79.33
Conventional,Sample watershed,SubArea,GWW,29,2004,1.01,0.98,1.05,-3.09,-9.9,-2.4,-7.43,-4.41,-2.55,-7.88,-6.12,2.88,10.5,-0.19,-0.6,-0.15,-0.45,-0.27,-0.16,-0.48,-0.37,80.33
Existing,Sample watershed,SubArea,GWW,29,2004,0.98,0.98,0.99,-3.09,-9.5,-2.48,-7.13,-4.34,-2.58,-7.13,-5.62,3.03,10.1,-0.19,-0.58,-0.15,-0.43,-0.26,-0.16,-0.43,-0.34,66.32
Conventional,Sample watershed,SubArea,GWW,29,2005,1.01,1,0.97,-3,-10.3,-2.38,-7.73,-4.52,-2.6,-7.2,-5.68,3.06,10.1,-0.18,-0.63,-0.14,-0.47,-0.27,-0.16,-0.44,-0.35,82.21
Existing,Sample watershed,SubArea,GWW,29,2005,0.97,1.04,1.02,-2.88,-9.6,-2.5,-7.58,-4.53,-2.58,-7.73,-6.03,2.94,10.2,-0.18,-0.58,-0.15,-0.46,-0.28,-0.16,-0.47,-0.37,66.66
Conventional,Sample watershed,SubArea,GWW,29,2006,1,1,1.03,-2.94,-9.5,-2.4,-7.88,-4.59,-2.5,-7.13,-5.6,3.03,10.2,-0.18,-0.58,-0.15,-0.48,-0.28,-0.15,-0.43,-0.34,81
Existing,Sample watershed,SubArea,GWW,29,2006,1,1.01,0.96,-3.03,-10.2,-2.63,-7.73,-4.67,-2.63,-7.88,-6.14,2.85,9.5,-0.18,-0.62,-0.16,-0.47,-0.28,-0.16,-0.48,-0.37,73.19
Conventional,Sample watershed,SubArea,GWW,29,2007,1.05,1.04,1,-3.03,-10.2,-2.43,-7.8,-4.58,-2.6,-7.2,-5.68,3.03,10.5,-0.18,-0.62,-0.15,-0.47,-0.28,-0.16,-0.44,-0.35,79.44
Existing,Sample watershed,SubArea,GWW,29,2007,0.98,0.99,0.96,-2.94,-9.8,-2.45,-7.28,-4.38,-2.6,-7.73,-6.03,2.91,10.2,-0.18,-0.6,-0.15,-0.44,-0.27,-0.16,-0.47,-0.37,79.23
Conventional,Sample watershed,SubArea,GWW,29,2008,1.01,0.95,1.03,-3,-9.8,-2.58,-7.5,-4.55,-2.38,-7.58,-5.86,2.88,10.3,-0.18,-0.6,-0.16,-0.46,-0.28,-0.14,-0.46,-0.36,72.66
Existing,Sample watershed,SubArea,GWW,29,2008,0.98,1,0.98,-3,-10.4,-2.6,-7.13,-4.41,-2.45,-7.58,-5.88,2.94,9.8,-0.18,-0.63,-0.16,-0.43,-0.27,-0.15,-0.46,-0.36,80.12
Conventional,Sample watershed,SubArea,GWW,29,2009,1.04,1.02,1.02,-2.85,-9.8,-2.5,-7.5,-4.5,-2.5,-7.2,-5.65,3.06,9.9,-0.17,-0.6,-0.15,-0.46,-0.27,-0.15,-0.44,-0.34,74.17
Existing,Sample watershed,SubArea,GWW,29,2009,1.03,1,1.03,-3.12,-10.5,-2.48,-7.65,-4.55,-2.58,-7.73,-6.03,3.09,9.9,-0.19,-0.64,-0.15,-0.47,-0.28,-0.16,-0.47,-0.37,64.47
Conventional,Sample watershed,SubArea,GWW,29,2010,1.04,1,0.95,-2.97,-9.8,-2.48,-7.88,-4.64,-2.45,-7.35,-5.73,3.15,10.2,-0.18,-0.6,-0.15,-0.48,-0.28,-0.15,-0.45,-0.35,76.67
Existing,Sample watershed,SubArea,GWW,29,2010,1.03,1.03,0.95,-3.09,-10.1,-2.53,-7.5,-4.52,-2.4,-7.2,-5.62,3.03,9.8,-0.19,-0.61,-0.15,-0.46,-0.27,-0.15,-0.44,-0.34,60.09
Conventional,Sample watershed,SubArea,GWW_MI48H,29,2001,1.01,1.03,1.04,-2.94,-9.8,-3.33,-9.69,-5.87,-3.47,-9.5,-7.51,3.57,10.3,-0.18,-0.6,-0.2,-0.59,-0.36,-0.21,-0.58,-0.46,94.94
Existing,Sample watershed,SubArea,GWW_MI48H,29,2001,0.95,1,1,-3.03,-10.3,-3.43,-9.12,-5.71,-3.5,-9.03,-7.2,3.4,9.6,-0.18,-0.63,-0.21,-0.55,-0.35,-0.21,-0.55,-0.44,90.18
Conventional,Sample watershed,SubArea,GWW_MI48H,29,2002,0.98,1,1.04,-3.09,-10.3,-3.43,-9.88,-6.01,-3.5,-9.12,-7.27,3.33,10.5,-0.19,-0.63,-0.21,-0.6,-0.37,-0.21,-0.55,-0.44,83.03
Existing,Sample watershed,SubArea,GWW_MI48H,29,2002,0.98,0.99,1.04,-2.88,-10.1,-3.68,-9.31,-5.93,-3.68,-9.41,-7.51,3.47,10.4,-0.18,-0.61,-0.22,-0.57,-0.36,-0.22,-0.57,-0.46,76.74
Conventional,Sample watershed,SubArea,GWW_MI48H,29,2003,1.02,0.95,1.03,-3.03,-10,-3.5,-9.03,-5.71,-3.68,-9.12,-7.32,3.68,9.5,-0.18,-0.61,-0.21,-0.55,-0.35,-0.22,-0.55,-0.45,90.81
Existing,Sample watershed,SubArea,GWW_MI48H,29,2003,1.04,1.01,1.04,-2.94,-10.1,-3.61,-9.03,-5.77,-3.57,-9.41,-7.48,3.43,10.1,-0.18,-0.61,-0.22,-0.55,-0.35,-0.22,-0.57,-0.45,98.21
Conventional,Sample watershed,SubArea,GWW_MI48H,29,2004,0.97,0.98,0.98,-2.91,-10.4,-3.68,-9.79,-6.12,-3.54,-9.98,-7.85,3.68,9.6,-0.18,-0.63,-0.22,-0.59,-0.37,-0.21,-0.61,-0.48,103.07
Existing,Sample watershed,SubArea,GWW_MI48H,29,2004,1,1.04,1,-2.88,-9.5,-3.54,-9.12,-5.77,-3.4,-9.31,-7.36,3.47,9.7,-0.18,-0.58,-0.21,-0.55,-0.35,-0.21,-0.57,-0.45,80.51
Conventional,Sample watershed,SubArea,GWW_MI48H,29,2005,0.96,1.02,1.05,-3.06,-9.6,-3.61,-9.12,-5.81,-3.54,-9.98,-7.85,3.61,10.2,-0.19,-0.58,-0.22,-0.55,-0.35,-0.21,-0.61,-0.48,90.67
Existing,Sample watershed,SubArea,GWW_MI48H,29,2005,1.03,1.05,0.96,-3.15,-10.5,-3.36,-9.6,-5.85,-3.61,-9.69,-7.68,3.5,10.3,-0.19,-0.64,-0.2,-0.58,-0.36,-0.22,-0.59,-0.47,84.06
Conventional,Sample watershed,SubArea,GWW_MI48H,29,2006,1.01,1.04,1.03,-3.15,-10.4,-3.57,-9.88,-6.09,-3.68,-9.6,-7.64,3.64,10.5,-0.19,-0.63,-0.22,-0.6,-0.37,-0.22,-0.58,-0.46,79.9
Existing,Sample watershed,SubArea,GWW_MI48H,29,2006,0.98,1.02,1.01,-3,-10.3,-3.68,-9.03,-5.82,-3.61,-9.6,-7.62,3.64,10.3,-0.18,-0.63,-0.22,-0.55,-0.35,-0.22,-0.58,-0.46,106.52
Conventional,Sample watershed,SubArea,GWW_MI48H,29,2007,1.04,0.96,0.96,-3.03,-10.5,-3.4,-9.41,-5.8,-3.68,-9.98,-7.9,3.5,10,-0.18,-0.64,-0.21,-0.57,-0.35,-0.22,-0.61,-0.48,109.44
Existing,Sample watershed,SubArea,GWW_MI48H,29,2007,1.04,1.01,1.05,-2.91,-10.2,-3.61,-9.22,-5.85,-3.68,-9.41,-7.51,3.33,10.5,-0.18,-0.62,-0.22,-0.56,-0.36,-0.22,-0.57,-0.46,101.4
Conventional,Sample watershed,SubArea,GWW_MI48H,29,2008,0.98,1.01,1.02,-3.06,-9.5,-3.54,-9.22,-5.81,-3.64,-9.79,-7.76,3.47,10.3,-0.19,-0.58,-0.21,-0.56,-0.35,-0.22,-0.59,-0.47,80.16
Existing,Sample watershed,SubArea,GWW_MI48H,29,2008,1.05,1.04,1,-3.12,-9.9,-3.68,-9.6,-6.04,-3.47,-9.03,-7.19,3.5,10.1,-0.19,-0.6,-0.22,-0.58,-0.37,-0.21,-0.55,-0.44,101.4
Conventional,Sample watershed,SubArea,GWW_MI48H,29,2009,1,0.99,1.04,-3.03,-10.1,-3.5,-9.03,-5.71,-3.5,-9.79,-7.71,3.64,9.5,-0.18,-0.61,-0.21,-0.55,-0.35,-0.21,-0.59,-0.47,78.75
Existing,Sample watershed,SubArea,GWW_MI48H,29,2009,1.01,1.01,0.98,-3.15,-9.7,-3.61,-9.98,-6.15,-3.64,-9.31,-7.44,3.61,10,-0.19,-0.59,-0.22,-0.61,-0.37,-0.22,-0.57,-0.45,88.63
Conventional,Sample watershed,SubArea,GWW_MI48H,29,2010,1,1,0.98,-3.03,-10.4,-3.54,-9.69,-6,-3.57,-9.88,-7.8,3.64,10.3,-0.18,-0.63,-0.21,-0.59,-0.36,-0.22,-0.6,-0.47,81.53
Existing,Sample watershed,SubArea,GWW_MI48H,29,2010,1.04,1.03,1,-2.85,-10.4,-3.57,-9.03,-5.75,-3.36,-9.5,-7.47,3.33,10.1,-0.17,-0.63,-0.22,-0.55,-0.35,-0.2,-0.58,-0.45,74.51
Conventional,Sample watershed,SubArea,GWW_ROGZ,5,2001,1.56,1.53,1.52,-3.92,-11.64,-5.05,-8.55,-6.45,-4.9,-9.45,-7.95,3.84,12.6,-0.25,-0.74,-0.32,-0.54,-0.41,-0.31,-0.6,-0.51,116.24
Existing,Sample watershed,SubArea,GWW_ROGZ,5,2001,1.44,1.44,1.43,-3.88,-12.36,-4.8,-9.36,-6.62,-5.25,-9.18,-7.88,4.08,12.24,-0.25,-0.79,-0.31,-0.6,-0.42,-0.33,-0.58,-0.5,96.24
Conventional,Sample watershed,SubArea,GWW_ROGZ,5,2002,1.53,1.53,1.56,-4,-11.88,-5.2,-9.45,-6.9,-4.95,-9.27,-7.84,4,11.52,-0.25,-0.76,-0.33,-0.6,-0.44,-0.31,-0.59,-0.5,91.77
Existing,Sample watershed,SubArea,GWW_ROGZ,5,2002,1.43,1.47,1.5,-3.84,-11.88,-4.8,-9.18,-6.55,-5.25,-8.91,-7.7,3.92,12.36,-0.24,-0.76,-0.31,-0.58,-0.42,-0.33,-0.57,-0.49,84.23
Conventional,Sample watershed,SubArea,GWW_ROGZ,5,2003,1.52,1.43,1.44,-4,-11.76,-5.2,-8.73,-6.61,-4.75,-9.36,-7.84,3.88,11.76,-0.25,-0.75,-0.33,-0.56,-0.42,-0.3,-0.6,-0.5,100.68
Existing,Sample watershed,SubArea,GWW_ROGZ,5,2003,1.55,1.5,1.43,-4,-12.6,-5.25,-9.09,-6.79,-5.25,-8.73,-7.58,4.04,11.76,-0.25,-0.8,-0.33,-0.58,-0.43,-0.33,-0.56,-0.48,88.7
Conventional,Sample watershed,SubArea,GWW_ROGZ,5,2004,1.49,1.56,1.53,-3.88,-12,-4.85,-9.18,-6.58,-5,-8.91,-7.62,3.8,11.88,-0.25,-0.76,-0.31,-0.58,-0.42,-0.32,-0.57,-0.48,90.11
Existing,Sample watershed,SubArea,GWW_ROGZ,5,2004,1.46,1.52,1.47,-3.84,-12.6,-5.1,-9.09,-6.7,-5.2,-8.64,-7.5,4.12,12.6,-0.24,-0.8,-0.32,-0.58,-0.43,-0.33,-0.55,-0.48,92.57
Conventional,Sample watershed,SubArea,GWW_ROGZ,5,2005,1.58,1.53,1.53,-4.08,-12.48,-4.95,-9.45,-6.75,-4.75,-9,-7.6,4.2,12.48,-0.26,-0.79,-0.31,-0.6,-0.43,-0.3,-0.57,-0.48,93.72
Existing,Sample watershed,SubArea,GWW_ROGZ,5,2005,1.47,1.56,1.58,-3.92,-12.36,-5.25,-9.45,-6.93,-5.15,-9.36,-7.97,3.88,11.76,-0.25,-0.79,-0.33,-0.6,-0.44,-0.33,-0.6,-0.51,105.41
Conventional,Sample watershed,SubArea,GWW_ROGZ,5,2006,1.44,1.5,1.53,-4,-12.12,-4.85,-8.55,-6.33,-4.8,-9.27,-7.79,4,12.6,-0.25,-0.77,-0.31,-0.54,-0.4,-0.31,-0.59,-0.5,116.97
Existing,Sample watershed,SubArea,GWW_ROGZ,5,2006,1.56,1.47,1.49,-4.2,-11.88,-5.15,-8.73,-6.58,-4.95,-9.36,-7.9,4.08,12.36,-0.27,-0.76,-0.33,-0.56,-0.42,-0.31,-0.6,-0.5,111.58
Conventional,Sample watershed,SubArea,GWW_ROGZ,5,2007,1.53,1.55,1.49,-3.92,-12.6,-4.95,-8.91,-6.53,-5.1,-8.73,-7.53,3.8,11.64,-0.25,-0.8,-0.31,-0.57,-0.42,-0.32,-0.56,-0.48,110.15
Existing,Sample watershed,SubArea,GWW_ROGZ,5,2007,1.47,1.56,1.58,-3.92,-11.76,-5.2,-8.64,-6.58,-5.1,-9.45,-8.01,3.92,11.76,-0.25,-0.75,-0.33,-0.55,-0.42,-0.32,-0.6,-0.51,112.11
Conventional,Sample watershed,SubArea,GWW_ROGZ,5,2008,1.56,1.46,1.56,-4,-12.36,-4.95,-8.82,-6.5,-4.85,-9.18,-7.75,4.12,12.24,-0.25,-0.79,-0.31,-0.56,-0.41,-0.31,-0.58,-0.49,95.61
Existing,Sample watershed,SubArea,GWW_ROGZ,5,2008,1.46,1.47,1.44,-4.08,-12.48,-5.1,-9.18,-6.73,-4.85,-8.73,-7.45,3.8,12.6,-0.26,-0.79,-0.32,-0.58,-0.43,-0.31,-0.56,-0.47,97.58
Conventional,Sample watershed,SubArea,GWW_ROGZ,5,2009,1.43,1.49,1.44,-3.96,-11.4,-4.9,-9.36,-6.68,-4.9,-9.09,-7.71,3.84,11.52,-0.25,-0.72,-0.31,-0.6,-0.42,-0.31,-0.58,-0.49,82.33
Existing,Sample watershed,SubArea,GWW_ROGZ,5,2009,1.56,1.58,1.46,-4.04,-11.76,-4.75,-9.18,-6.52,-5.25,-9.18,-7.88,4,12.12,-0.26,-0.75,-0.3,-0.58,-0.41,-0.33,-0.58,-0.5,114.28
Conventional,Sample watershed,SubArea,GWW_ROGZ,5,2010,1.52,1.44,1.56,-3.88,-12.12,-5.1,-9.18,-6.73,-5.15,-9.27,-7.91,4.08,11.64,-0.25,-0.77,-0.32,-0.58,-0.43,-0.33,-0.59,-0.5,83.49
Existing,Sample watershed,SubArea,GWW_ROGZ,5,2010,1.46,1.46,1.47,-3.88,-12.24,-5.1,-9,-6.66,-4.75,-8.73,-7.42,4.16,12.6,-0.25,-0.78,-0.32,-0.57,-0.42,-0.3,-0.56,-0.47,109.4
Conventional,Sample watershed,SubArea,GWW_ROGZ,6,2001,1.5,1.43,1.56,-4.2,-11.4,-4.95,-8.55,-6.39,-5,-9.45,-7.98,4,12.48,-0.07,-0.18,-0.08,-0.14,-0.1,-0.08,-0.15,-0.13,23.05
Existing,Sample watershed,SubArea,GWW_ROGZ,6,2001,1.56,1.44,1.49,-3.84,-12.48,-5,-9.09,-6.64,-4.75,-8.82,-7.48,4,12.12,-0.06,-0.2,-0.08,-0.15,-0.11,-0.08,-0.14,-0.12,20.63
Conventional,Sample watershed,SubArea,GWW_ROGZ,6,2002,1.44,1.53,1.47,-4,-11.52,-5.2,-8.82,-6.65,-4.95,-9.36,-7.9,4.04,12.12,-0.06,-0.19,-0.08,-0.14,-0.11,-0.08,-0.15,-0.13,26.94
Existing,Sample watershed,SubArea,GWW_ROGZ,6,2002,1.5,1.58,1.43,-3.92,-11.88,-5.1,-9.36,-6.8,-4.85,-9.09,-7.69,4.2,12,-0.06,-0.19,-0.08,-0.15,-0.11,-0.08,-0.15,-0.12,21.47
Conventional,Sample watershed,SubArea,GWW_ROGZ,6,2003,1.55,1.5,1.46,-4.12,-12.6,-5.25,-9.45,-6.93,-4.75,-8.82,-7.48,4.16,11.76,-0.07,-0.2,-0.09,-0.15,-0.11,-0.08,-0.14,-0.12,25.97
Existing,Sample watershed,SubArea,GWW_ROGZ,6,2003,1.55,1.43,1.53,-4.08,-11.64,-4.95,-8.64,-6.43,-5.05,-8.91,-7.64,4.04,12.36,-0.07,-0.19,-0.08,-0.14,-0.1,-0.08,-0.14,-0.12,29.49
Conventional,Sample watershed,SubArea,GWW_ROGZ,6,2004,1.49,1.52,1.44,-3.92,-12.36,-5.2,-8.64,-6.58,-5.05,-9.27,-7.88,4,11.52,-0.06,-0.2,-0.08,-0.14,-0.11,-0.08,-0.15,-0.13,28.89
Existing,Sample watershed,SubArea,GWW_ROGZ,6,2004,1.44,1.46,1.46,-3.96,-12,-5.15,-8.73,-6.58,-5.2,-9,-7.75,3.88,11.4,-0.06,-0.19,-0.08,-0.14,-0.11,-0.08,-0.15,-0.13,23.88
Conventional,Sample watershed,SubArea,GWW_ROGZ,6,2005,1.52,1.56,1.43,-3.84,-12.48,-5.1,-9.45,-6.84,-5.2,-9.27,-7.93,4.12,12.48,-0.06,-0.2,-0.08,-0.15,-0.11,-0.08,-0.15,-0.13,28.3
Existing,Sample watershed,SubArea,GWW_ROGZ,6,2005,1.5,1.56,1.55,-3.88,-12.24,-5.1,-9.36,-6.8,-4.85,-9,-7.63,4,11.88,-0.06,-0.2,-0.08,-0.15,-0.11,-0.08,-0.15,-0.12,27.98
Conventional,Sample watershed,SubArea,GWW_ROGZ,6,2006,1.56,1.43,1.44,-4.16,-11.88,-4.75,-8.91,-6.41,-5,-8.73,-7.5,3.84,12.12,-0.07,-0.19,-0.08,-0.14,-0.1,-0.08,-0.14,-0.12,23.37
